time	V(o_1)	V(o_2)	V(o_3)	V(o_4)	V(o_5)	V(o_6)	V(o_7)	V(o_8)	V(o_9)	V(o_10)	V(o_11)	V(o_12)	V(o_13)	V(o_14)	V(o_15)	V(o_16)	V(o_17)	V(o_18)	V(o_19)	V(o_20)	V(o_21)	V(o_22)	V(o_23)	V(o_24)	V(o_25)	V(o_26)	V(o_27)	V(o_28)	V(o_29)	V(o_30)	V(o_31)	V(o_32)
3.100000134490017e-09	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
5.900000313810041e-09	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
1.150000067245009e-08	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
2.270000138973018e-08	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
4.510000282429037e-08	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
8.990000569341075e-08	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
1.795000114316515e-07	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
3.587000229081330e-07	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
6.712000229081329e-07	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
9.837000229081329e-07	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
1.296200022908133e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
1.608700022908133e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
1.921200022908133e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
2.233700022908133e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
2.546200022908133e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
2.858700022908133e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
3.171200022908132e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
3.483700022908132e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
3.796200022908132e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
4.108700022908132e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
4.421200022908132e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
4.733700022908132e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
5.000999999999999e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
5.001999999999999e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
5.017999999999993e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
5.049999999999982e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
5.113999999999960e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
5.241999999999915e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
5.497999999999826e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
5.810499999999826e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
6.122999999999826e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
6.435499999999826e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
6.747999999999826e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
7.060499999999826e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
7.372999999999826e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
7.685499999999827e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
7.997999999999828e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
8.310499999999828e-06	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05	1.804559e-05
